NÂº,#,TID,EPC,,,(kHz),(0Â°-180Â°),
799,2,E200341201310200032AF5D6161E012D300D5FFBFFFFDC50,E2000019830602111750C1C5,-51,11,923250,165,Gen2
800,2,E280110520007A8D763E0A6B000000000000000000000000,FFFF42FE,-50,11,923250,132,Gen2
801,3,E200657505496DE6,86442,-55,11,923250,146,Gen2
802,4,E200680B000040069F2618C60000000000000000000000000000,E200680B0000000000000000,-54,11,923250,19,Gen2
803,2,E20065750548983C,32987,-59,11,923250,81,Gen2
804,3,E20065750549819E,66107,-58,11,905250,14,Gen2
805,3,E200680B00004006B9F2DCEF0000000000000000000000000000,E200680B0000000000000000,-59,11,923250,11,Gen2
806,2,E200680B00004006A03148310000000000000000000000000000,E200680B0000000000000000,-50,11,923250,95,Gen2
807,7,E200657505483106,25668,-58,11,923250,33,Gen2
808,2,E200680B00004006A1B360EF0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,45,Gen2
809,3,E28011052000785E761C0A6B000000000000000000000000,FFFF3E01,-46,11,923250,47,Gen2
810,5,E200341201320200032B08131418012F300D5FFBFFFFDC50,E2000019830602361730D402,-54,11,923250,135,Gen2
811,2,E200341201321B00017A873A1C11012F300D5FFBFFFFDC60,E200001D160801672430903F,-54,11,923250,112,Gen2
812,1,E200341201321B00017A873A1C11012E300D5FFBFFFFDC60,E200001D160801672430903F,-52,11,923250,174,Gen2
813,4,E20065750548CC59,78979,-56,11,923250,61,Gen2
814,4,E200680B00004006A1B204FB0000000000000000000000000000,E200680B0000000000000000,-60,11,905250,75,Gen2
815,4,E2006575054999B8,66706,-57,11,923250,157,Gen2
816,4,E200680B00004006A03174650000000000000000000000000000,E200680B0000000000000000,-53,11,923250,132,Gen2
817,2,E200680B000040069F3514B10000000000000000000000000000,E200680B0000000000000000,-55,11,923250,154,Gen2
818,3,E200680B00004006A195384D0000000000000000000000000000,E200680B0000000000000000,-55,11,923250,0,Gen2
819,3,E200600316D946C8,40595,-56,11,913250,92,Gen2
820,6,E200680B00004006A04604EB0000000000000000000000000000,E200680B0000000000000000,-49,11,923250,14,Gen2
821,1,E200341201430200032B1504170B013D300D5FFBFFFFDC40,E2000019830602542070E0F3,-53,11,923250,42,Gen2
822,2,E200341201430200032B1504170B0140300D5FFBFFFFDC40,E2000019830602542070E0F3,-51,11,923250,165,Gen2
823,3,E200680B00004006A1B1F8AA0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,129,Gen2
824,1,E20034120146C3FFEE97616C1306014330055FFBFFFFDC40,E2008347590800391050AB28,-54,11,923250,56,Gen2
825,1,E20034120146C3FFEE97616C1306014110055FFBFFFFDC40,E2008347590800391050AB28,-53,11,923250,163,Gen2
826,1,E20034120146C3FFEE97616C1306014230055FFBFFFFDC40,E2008347590800391050AB28,-53,11,923250,73,Gen2
827,4,E280110C2000798B159D0979,8269E400DDD9014000000000,-57,11,923250,42,Gen2
828,1,E2003412012BFD000AC311E2060C012A300D5FFBFFFFDC50,000000000000000000B40156,-51,11,923250,106,Gen2
829,2,E2003412012BFD000AC311E2060C0129700D5FFBFFFFDC50,000000000000000000B40156,-50,11,923250,149,Gen2
830,1,E2003412013202000A534B3A160A012E300D4AFBFFFFDC50,4E20190A02DDC00000000001,-51,11,923250,33,Gen2
831,1,E2003412013202000A534B3A160A012E700D4AFBFFFFDC50,4E20190A02DDC00000000001,-49,11,923250,5,Gen2
832,1,E2003412013202000A534B3A160A012D700D4AFBFFFFDC50,4E20190A02DDC00000000001,-45,11,913250,16,Gen2
833,3,E200680B00004006B9F2E9070000000000000000000000000000,E200680B0000000000000000,-50,11,923250,106,Gen2
834,1,E200680B000040069F244CA40000000000000000000000000000,E200680B0000000000000000,-54,11,923250,174,Gen2
835,2,E200680B00004006A060F0B00000000000000000000000000000,E200680B0000000000000000,-54,11,923250,5,Gen2
836,1,E20034120134FD000DB3104F19170131700D5FFBFFFFDC50,8A4B3300555555558A4B3300,-46,11,923250,5,Gen2
837,1,E2003412013303000EECF1181E10012F300D5FFBFFFFDC50,E200001D8901016609008B67,-51,11,923250,135,Gen2
838,2,E20034120134FD000DB3104F1917012F300D5FFBFFFFDC50,8A4B3300555555558A4B3300,-51,11,923250,165,Gen2
839,2,E2003412013303000EECF1181E100130300D5FFBFFFFDC50,E200001D8901016609008B67,-51,11,923250,132,Gen2
840,1,E20034120134FD000DB3104F19170131300D5FFBFFFFDC50,8A4B3300555555558A4B3300,-50,11,923250,50,Gen2
841,4,E200680B00004006A1B340FD0000000000000000000000000000,E200680B0000000000000000,-49,11,923250,101,Gen2
842,3,E200680B00004006A1B37C0D0000000000000000000000000000,E200680B0000000000000000,-55,11,923250,120,Gen2
843,2,E20065750549127C,61889,-55,11,923250,81,Gen2
844,1,E20034120140FF000C4EFAE90818013A100D5FFBFFFFDC40,E20000203910014319207208,-58,11,923250,95,Gen2
845,1,E20034120140FF000C4EFAE90818013D300D5FFBFFFFDC40,E20000203910014319207208,-55,11,923250,11,Gen2
846,2,E2003412014BC3FFEE912D6B0921014730055FFBFFFFDC40,E200834759020066137088CD,-50,11,923250,160,Gen2
847,1,E2003412014BC3FFEE912D6B0921014630055FFBFFFFDC40,E200834759020066137088CD,-51,11,923250,73,Gen2
848,4,E20065750548EDDE,68762,-59,11,923250,132,Gen2
849,2,E2003412013AF6000F6F66F4110A0138300D5FFBFFFFDC40,AABB0000DA01330000000000,-52,11,923250,14,Gen2
850,1,E20034120137F2001171E83A2010013410055FFBFFFFDC50,E2005120004F4D000340E83A,-56,11,923250,157,Gen2
851,1,E20034120182FF0005F29D1F2316018010055FFBFFFFDC00,000000000000000000AE043F,-61,11,923250,78,Gen2
852,1,E2003412013AF6000F6F66F4110A0137300D5FFBFFFFDC40,AABB0000DA01330000000000,-49,11,923250,109,Gen2
853,1,E20034120182FF0005F29D1F2316018030055FFBFFFFDC00,000000000000000000AE043F,-57,11,923250,11,Gen2
854,1,E2003412013AF6000F6F66F4110A0136300D5FFBFFFFDC40,AABB0000DA01330000000000,-53,11,923250,115,Gen2
855,1,E20034120137F2001171E83A2010013400055FFBFFFFDC50,E2005120004F4D000340E83A,-58,11,923250,67,Gen2
856,1,E20034120182FF0005F29D1F2316017F30055FFBFFFFDC00,000000000000000000AE043F,-57,11,923250,0,Gen2
857,3,E200341201751D0005B9783710040173300D5FFBFFFFDC00,E20000193203015426200F7F,-50,11,923250,42,Gen2
858,1,E200341201751D0005B9783710040173700D5FFBFFFFDC00,E20000193203015426200F7F,-49,11,923250,70,Gen2
859,2,E200680B00004006A194A42B0000000000000000000000000000,E200680B0000000000000000,-60,11,923250,19,Gen2
860,1,E200341201751D0005B9783710040172300D5FFBFFFFDC00,E20000193203015426200F7F,-52,11,923250,42,Gen2
861,1,E200341201751D0005B9783710040172100D5FFBFFFFDC00,E20000193203015426200F7F,-55,11,923250,64,Gen2
862,5,E20065750549AA8D,58539,-56,11,923250,75,Gen2
863,2,E2003412015DC2FFEEFE8A4D1F07015B300D5FFBFFFFDC00,50564500000000000000002B,-55,11,923250,165,Gen2
864,1,E2003412015DC2FFEEFE8A4D1F07015A300D5FFBFFFFDC00,50564500000000000000002B,-55,11,923250,146,Gen2
865,3,E200680B00004006A0C188B50000000000000000000000000000,E200680B0000000000000000,-60,11,908750,84,Gen2
866,4,E200600316D9304F,53797,-58,11,923250,165,Gen2
867,1,E2003412012C1C00014C3AB71F1C0129700D5FFBFFFFDC50,E200001D7619014706007BD1,-51,11,923250,106,Gen2
868,2,E2003412012C1C00014C3AB71F1C0129300D5FFBFFFFDC50,E200001D7619014706007BD1,-54,11,923250,22,Gen2
869,4,E200680B00004006A192BC700000000000000000000000000000,E200680B0000000000000000,-51,11,923250,75,Gen2
870,2,E2003412014BC3FFEE9135070404014610055FFBFFFFDC40,E20083475902020213209069,-56,11,923250,75,Gen2
871,1,E2003412014BC3FFEE9135070404014730055FFBFFFFDC40,E20083475902020213209069,-55,11,923250,25,Gen2
872,3,E20034120131FC000D1CB0F30502012D300D5FFBFFFFDC60,E2000019081001520650D64C,-57,11,923250,84,Gen2
873,1,E20034120131FC000D1CB0F30502012C300D5FFBFFFFDC60,E2000019081001520650D64C,-56,11,923250,11,Gen2
874,3,E200600316D9A0B8,77588,-58,11,923250,73,Gen2
875,2,E200680B000040069F34E0BA0000000000000000000000000000,E200680B0000000000000000,-53,11,923250,120,Gen2
876,3,E200680B00004006A1B36C760000000000000000000000000000,E200680B0000000000000000,-58,11,923250,92,Gen2
877,5,E2801105200074D4762E0A6B000000000000000000000000,FFFF4C83,-48,11,923250,95,Gen2
878,7,E200600316D98D1D,26668,-58,11,913250,11,Gen2
879,5,E200657505495E55,82885,-58,11,923250,115,Gen2
880,2,E200680B00004006A032B90E0000000000000000000000000000,E200680B0000000000000000,-61,11,923250,47,Gen2
881,4,E200680B00004006A1B369330000000000000000000000000000,E200680B0000000000000000,-60,11,923250,106,Gen2
882,2,E2003412012A1C00014CA7FD0D130127300D5FFBFFFFDC50,E200001D761902620730E917,-58,11,923250,2,Gen2
883,1,E2003412012A1C00014CA7FD0D130128300D5FFBFFFFDC50,E200001D761902620730E917,-59,11,923250,25,Gen2
884,3,E200680B00004006A061D0280000000000000000000000000000,E200680B0000000000000000,-55,11,923250,160,Gen2
885,3,E200680B00004006A1B1C8D10000000000000000000000000000,E200680B0000000000000000,-51,11,923250,171,Gen2
886,4,E200657505496BC5,81668,-55,11,923250,104,Gen2
887,4,E200680B00004006A1B334AB0000000000000000000000000000,E200680B0000000000000000,-60,11,923250,109,Gen2
888,3,E200680B00004006B9F0C4C60000000000000000000000000000,E200680B0000000000000000,-50,11,923250,123,Gen2
889,3,E200680B000040069F34DD140000000000000000000000000000,E200680B0000000000000000,-56,11,923250,39,Gen2
890,3,E200600316D90775,40740,-58,11,923250,56,Gen2
891,1,E2003412012B01000AD1D57712030127000D5FFBFFFFDC50,E200001DC81C200007805FE5,-59,11,923250,33,Gen2
892,5,E280110520007154762C0A6B000000000000000000000000,FFFF4C84,-51,11,923250,33,Gen2
893,6,E200657505499E76,84441,-55,11,913250,14,Gen2
894,1,E2003412012B01000AD1D57712030126300D5FFBFFFFDC50,E200001DC81C200007805FE5,-56,11,923250,165,Gen2
895,1,E2003412012B01000AD1D57712030127300D5FFBFFFFDC50,E200001DC81C200007805FE5,-47,11,923250,151,Gen2
896,3,E2003412012A020008BE7DD40E0D0126300D5FFBFFFFDC50,0F6351000000000000000000,-50,11,923250,56,Gen2
897,3,E2003412013001000C482A04011A012C300D5FFBFFFFDC40,E200001D1707014512307420,-57,11,923250,84,Gen2
898,1,E2003412012A020008BE7DD40E0D0127700D5FFBFFFFDC50,0F6351000000000000000000,-51,11,923250,8,Gen2
899,1,E2003412012A020008BE7DD40E0D0127300D5FFBFFFFDC50,0F6351000000000000000000,-51,11,923250,146,Gen2
900,1,E200680B000040069F224C160000000000000000000000000000,E200680B0000000000000000,-61,11,923250,78,Gen2
901,4,E200680B00004006A060E4CA0000000000000000000000000000,E200680B0000000000000000,-53,11,923250,129,Gen2
902,2,E2003412013303000EECBDDD17010132300D5FFBFFFFDC50,E200001D890101200210582C,-57,11,923250,73,Gen2
903,1,E2003412013303000EECBDDD1701012F300D5FFBFFFFDC50,E200001D890101200210582C,-58,11,923250,16,Gen2
904,1,E2003412013303000EECBDDD17010131300D5FFBFFFFDC50,E200001D890101200210582C,-58,11,923250,123,Gen2
905,1,E200680B00004006B9F0409D0000000000000000000000000000,E200680B0000000000000000,-59,11,923250,115,Gen2
906,3,E200680B00004006A1B2A0620000000000000000000000000000,E200680B0000000000000000,-51,11,923250,39,Gen2
907,3,E20065750548DE32,78861,-55,11,923250,22,Gen2
908,2,E200680B00004006A1B240950000000000000000000000000000,E200680B0000000000000000,-58,11,923250,33,Gen2
909,2,E200680B00004006A032A52D0000000000000000000000000000,E200680B0000000000000000,-61,11,923250,16,Gen2
910,3,E200680B00004006A1B360750000000000000000000000000000,E200680B0000000000000000,-47,11,923250,154,Gen2
911,1,E2003412014AC3FFEE970FA30B16014610055FFBFFFFDC40,E2008347590801541810595F,-57,11,923250,132,Gen2
912,4,E20065750549BAC1,84752,-52,11,923250,16,Gen2
